SGB name	Representative bin	Cluster MAGs
SGB_3323	1111525849755863_bin.17	1111525849755863_bin.17.fa
SGB_3321	T2108174143_metabat2_bins_bin.10	T2108174143_metabat2_bins_bin.10.fa
SGB_1499	T2108174044_metabat2_bins_bin.124	"T2108174044_metabat2_bins_bin.124.fa,T2108174044_maxbin2_bins_bin.96.fa,T2108174112_concoct_bins_bin.65.fa"
SGB_3324	1111525849645470_bin.20	1111525849645470_bin.20.fa
SGB_3322	MET0715_bin.21	MET0715_bin.21.fa
SGB_3320	T2107171985_concoct_bins_bin.30	T2107171985_concoct_bins_bin.30.fa
SGB_3331	T2107172023_concoct_bins_bin.5	T2107172023_concoct_bins_bin.5.fa
SGB_3332	T2108174026_concoct_bins_bin.49	"T2108174026_concoct_bins_bin.49.fa,T2108174026_maxbin2_bins_bin.32.fa"
SGB_1298	T2108173977_metabat2_bins_bin.73	T2108173977_metabat2_bins_bin.73.fa
SGB_3333	T2108174027_concoct_bins_bin.21	T2108174027_concoct_bins_bin.21.fa
SGB_3334	T2108174070_metabat2_bins_bin.5	T2108174070_metabat2_bins_bin.5.fa
SGB_1171	T2108173919_concoct_bins_bin.33	"T2108173919_concoct_bins_bin.33.fa,T2108173919_metabat2_bins_bin.22.fa,SMGC_455.fa"
SGB_3315	1111525849478719_bin.7	1111525849478719_bin.7.fa
SGB_3316	T2108174048_concoct_bins_bin.143	T2108174048_concoct_bins_bin.143.fa
SGB_673	SMGC_339	SMGC_339.fa
SGB_761	SMGC_503	"SMGC_503.fa,T2108173934_metabat2_bins_bin.151.fa"
SGB_1509	T2108174047_metabat2_bins_bin.28	T2108174047_metabat2_bins_bin.28.fa
SGB_803	SMGC_572	SMGC_572.fa
SGB_3347	T2109199218_concoct_bins_bin.10	T2109199218_concoct_bins_bin.10.fa
SGB_1439	T2108174013_concoct_bins_bin.124	"MET0282_bin.8.fa,T2108174147_metabat2_bins_bin.77.fa,T2108174147_maxbin2_bins_bin.67.fa,T2108174013_concoct_bins_bin.124.fa,T2108174013_maxbin2_bins_bin.80.fa,SMGC_593.fa"
SGB_1318	T2108173980_concoct_bins_bin.116	"T2108173980_metabat2_bins_bin.29.fa,T2108173980_concoct_bins_bin.116.fa"
SGB_1034	T2108173874_metabat2_bins_bin.94	"T2108173874_metabat2_bins_bin.94.fa,T2108173873_metabat2_bins_bin.132.fa,T2108173874_concoct_bins_bin.25.fa,T2108173873_concoct_bins_bin.105.fa,T2108173874_maxbin2_bins_bin.17.fa,T2108173876_metabat2_bins_bin.40.fa,T2108173875_metabat2_bins_bin.28.fa,T2108173876_maxbin2_bins_bin.24.fa,T2108173875_concoct_bins_bin.20.fa,T2108173887_concoct_bins_bin.77.fa,T2108173875_maxbin2_bins_bin.20.fa"
SGB_3252	T2108173943_concoct_bins_bin.140	T2108173943_concoct_bins_bin.140.fa
SGB_3406	DP1807004288_bin.4	DP1807004288_bin.4.fa
SGB_406	1111525849861985_bin.32	1111525849861985_bin.32.fa
SGB_2474	1111525849478674_bin.69	1111525849478674_bin.69.fa
SGB_1783	T2108174131_concoct_bins_bin.6	"T2108174131_metabat2_bins_bin.61.fa,T2108174131_concoct_bins_bin.6.fa,T2108174131_maxbin2_bins_bin.62.fa"
SGB_234	1111525849737205_bin.12	"1111525849737205_bin.12.fa,1111525849486576_bin.89.fa"
SGB_148	1111525849640249_bin.91	1111525849640249_bin.91.fa
SGB_2382	1111525849854152_bin.48	1111525849854152_bin.48.fa
SGB_746	SMGC_468	SMGC_468.fa
SGB_1842	T2108174140_metabat2_bins_bin.28	"T2108174140_metabat2_bins_bin.28.fa,T2108174140_maxbin2_bins_bin.22.fa,T2108174143_metabat2_bins_bin.82.fa,T2108174143_concoct_bins_bin.111.fa,T2108174141_metabat2_bins_bin.30.fa,T2108174141_concoct_bins_bin.90.fa,T2108173882_concoct_bins_bin.6.fa,T2108174141_maxbin2_bins_bin.28.fa"
SGB_426	1111525849862289_bin.10	"1111525849863823_bin.14.fa,1111525849862289_bin.10.fa"
SGB_340	1111525849853675_bin.14	1111525849853675_bin.14.fa
SGB_1435	T2108174010_concoct_bins_bin.188	"T2108174010_metabat2_bins_bin.10.fa,T2107172002_metabat2_bins_bin.8.fa,T2107172002_maxbin2_bins_bin.30.fa,T2108174046_metabat2_bins_bin.88.fa,T2108174010_concoct_bins_bin.188.fa,T2108174046_concoct_bins_bin.8.fa,T2108174044_metabat2_bins_bin.7.fa,T2108174044_concoct_bins_bin.76.fa,T2108173958_concoct_bins_bin.60.fa,T2108174093_concoct_bins_bin.23.fa,T2108174093_maxbin2_bins_bin.38.fa"
SGB_228	1111525849737037_bin.23	"1111525849758776_bin.58.fa,1111525849644360_bin.10.fa,1111525849737037_bin.23.fa,T2108173887_maxbin2_bins_bin.11.fa,T2108173887_concoct_bins_bin.79.fa,T2108173887_metabat2_bins_bin.153.fa,T2108173886_metabat2_bins_bin.53.fa,T2108173886_maxbin2_bins_bin.18.fa,T2108173886_concoct_bins_bin.46.fa"
SGB_265	1111525849743575_bin.5	"DP1808006696_bin.9.fa,DP1808006697_bin.14.fa,DP1808006695_bin.6.fa,1111525849743575_bin.5.fa"
SGB_376	1111525849858348_bin.4	"DP1808006752_bin.7.fa,DP1808006754_bin.7.fa,DP1808006753_bin.26.fa,1111525849737205_bin.6.fa,1111525849858348_bin.4.fa,1111525849633549_bin.9.fa,DS1912042283-1_bin.7.fa,1111525849743403_bin.28.fa,T2108173910_metabat2_bins_bin.116.fa,T2108173910_concoct_bins_bin.69.fa,T2108173910_maxbin2_bins_bin.90.fa,T2108173883_metabat2_bins_bin.76.fa,T2108173883_concoct_bins_bin.97.fa,T2108173883_maxbin2_bins_bin.70.fa,T2108173882_metabat2_bins_bin.108.fa,T2108173882_concoct_bins_bin.137.fa,T2107171997_concoct_bins_bin.16.fa,T2107171997_maxbin2_bins_bin.44.fa,T2107171997_metabat2_bins_bin.45.fa,T2108173881_concoct_bins_bin.73.fa,T2108173913_concoct_bins_bin.110.fa"
SGB_363	1111525849854152_bin.40	"1111525849744228_bin.5.fa,1111525849742525_bin.2.fa,1111525849854152_bin.40.fa,1111525849743575_bin.23.fa,1111525849758379_bin.20.fa"
SGB_211	1111525849736824_bin.22	"1111525849736824_bin.22.fa,1111525849640249_bin.59.fa,1111525849854152_bin.5.fa"
SGB_270	1111525849743575_bin.92	1111525849743575_bin.92.fa
SGB_1814	T2108174135_concoct_bins_bin.73	"T2108174135_metabat2_bins_bin.114.fa,T2108174135_concoct_bins_bin.73.fa,T2108174135_maxbin2_bins_bin.60.fa"
SGB_1806	T2108174135_concoct_bins_bin.17	"T2108174135_maxbin2_bins_bin.28.fa,T2108174135_metabat2_bins_bin.111.fa,T2108174135_concoct_bins_bin.17.fa"
SGB_3363	DP1807004485_bin.10	DP1807004485_bin.10.fa
SGB_3388	T2108173888_concoct_bins_bin.34	T2108173888_concoct_bins_bin.34.fa
SGB_3387	T2107171972_concoct_bins_bin.54	T2107171972_concoct_bins_bin.54.fa
SGB_2486	T2108173887_concoct_bins_bin.26	T2108173887_concoct_bins_bin.26.fa
SGB_1108	T2108173894_concoct_bins_bin.72	"DP1806001378_bin.2.fa,DP1806001377_bin.6.fa,T2108173894_metabat2_bins_bin.47.fa,T2108173894_concoct_bins_bin.72.fa,T2108173895_metabat2_bins_bin.34.fa,T2108173892_metabat2_bins_bin.5.fa,T2108173882_maxbin2_bins_bin.11.fa,T2108173892_concoct_bins_bin.0.fa,T2108173892_maxbin2_bins_bin.34.fa,T2108173881_maxbin2_bins_bin.10.fa"
SGB_1697	T2108174102_metabat2_bins_bin.70	"T2108174102_metabat2_bins_bin.70.fa,T2108174102_concoct_bins_bin.19.fa,T2108174101_concoct_bins_bin.117.fa,T2108174101_metabat2_bins_bin.4.fa,T2108174103_metabat2_bins_bin.126.fa"
SGB_3386	T2108174016_metabat2_bins_bin.6	T2108174016_metabat2_bins_bin.6.fa
SGB_3369	T2108173925_concoct_bins_bin.11	"T2108173925_concoct_bins_bin.11.fa,T2107171995_concoct_bins_bin.6.fa"
SGB_3385	T2108173925_maxbin2_bins_bin.26	T2108173925_maxbin2_bins_bin.26.fa
SGB_3356	T2109198987_maxbin2_bins_bin.1	T2109198987_maxbin2_bins_bin.1.fa
SGB_3351	T2109198914_maxbin2_bins_bin.6	"T2109198914_maxbin2_bins_bin.6.fa,SMGC_134.fa"
SGB_233	1111525849737189_bin.1	"1111525849737189_bin.1.fa,SMGC_259.fa"
SGB_1511	T2108174047_metabat2_bins_bin.73	T2108174047_metabat2_bins_bin.73.fa
SGB_493	R_T2109198910_concoct_bins_bin.37	"MET0780_bin.9.fa,1111525849481828_bin.32.fa,1111525849671241_bin.5.fa,1111525849854017_bin.14.fa,1111525849663614_bin.34.fa,1111525849480310_bin.37.fa,R_T2109198910_concoct_bins_bin.37.fa,R_T2109198910_metabat2_bins_bin.12.fa,T2109198957_concoct_bins_bin.27.fa,T2109198901_metabat2_bins_bin.12.fa,T2109198983_metabat2_bins_bin.3.fa,R_T2109198998_concoct_bins_bin.26.fa,T2109198974_metabat2_bins_bin.21.fa,R_T2109198917_maxbin2_bins_bin.0.fa,T2109198974_concoct_bins_bin.33.fa,T2109199009_concoct_bins_bin.3.fa,T2109199009_metabat2_bins_bin.10.fa,R_T2109198917_concoct_bins_bin.11.fa,T2109199056_concoct_bins_bin.10.fa,T2109198994_concoct_bins_bin.9.fa,T2109198994_metabat2_bins_bin.3.fa,T2109198983_concoct_bins_bin.36.fa,T2109198901_concoct_bins_bin.39.fa,T2109199207_metabat2_bins_bin.13.fa,T2109199207_concoct_bins_bin.23.fa,T2109198998_concoct_bins_bin.36.fa,T2109199086_metabat2_bins_bin.16.fa,T2109198999_metabat2_bins_bin.26.fa,T2109198917_concoct_bins_bin.4.fa,T2109199179_maxbin2_bins_bin.15.fa,T2109199000_metabat2_bins_bin.19.fa,T2109199179_concoct_bins_bin.27.fa,T2109198985_metabat2_bins_bin.6.fa,T2109198985_concoct_bins_bin.29.fa,T2108173990_metabat2_bins_bin.68.fa,T2109199000_maxbin2_bins_bin.10.fa,T2109198999_concoct_bins_bin.7.fa,T2109199158_concoct_bins_bin.17.fa,T2109199000_concoct_bins_bin.53.fa,T2109198910_concoct_bins_bin.30.fa,T2109199109_metabat2_bins_bin.7.fa,T2109199191_concoct_bins_bin.2.fa,T2109199109_concoct_bins_bin.11.fa,T2109199158_maxbin2_bins_bin.0.fa,R_T2109198892_metabat2_bins_bin.2.fa,R_T2109198914_metabat2_bins_bin.6.fa,T2109198986_concoct_bins_bin.28.fa,T2109198997_concoct_bins_bin.6.fa,T2109199149_concoct_bins_bin.21.fa,R_T2109198914_concoct_bins_bin.28.fa,R_T2109198892_maxbin2_bins_bin.0.fa,T2109198914_metabat2_bins_bin.24.fa,T2109198914_concoct_bins_bin.6.fa,R_T2109198922_metabat2_bins_bin.4.fa,R_T2109198922_concoct_bins_bin.23.fa,T2109199193_concoct_bins_bin.4.fa,T2109199176_concoct_bins_bin.13.fa,T2109198968_concoct_bins_bin.27.fa,T2109198965_metabat2_bins_bin.1.fa,T2109199190_maxbin2_bins_bin.3.fa,T2109199190_concoct_bins_bin.6.fa,SMGC_21.fa"
SGB_3355	T2109198895_maxbin2_bins_bin.4	T2109198895_maxbin2_bins_bin.4.fa
SGB_3358	1111525849663614_bin.82	1111525849663614_bin.82.fa
SGB_1890	T2109198929_concoct_bins_bin.17	"T2109198929_metabat2_bins_bin.4.fa,T2109198999_metabat2_bins_bin.4.fa,T2109198929_concoct_bins_bin.17.fa,SMGC_160.fa"
SGB_1355	T2108173988_concoct_bins_bin.56	"MET0772_bin.4_new.fa,1111525849475849_bin.20.fa,T2108173988_metabat2_bins_bin.22.fa,T2108173988_concoct_bins_bin.56.fa,T2108173989_metabat2_bins_bin.14.fa,T2109199191_metabat2_bins_bin.17.fa,T2108173989_maxbin2_bins_bin.19.fa,T2108174016_metabat2_bins_bin.5.fa,T2108173989_concoct_bins_bin.46.fa,T2108174016_concoct_bins_bin.73.fa,T2108173921_metabat2_bins_bin.24.fa,T2108173921_concoct_bins_bin.93.fa,T2108173919_metabat2_bins_bin.41.fa,T2108173949_concoct_bins_bin.113.fa,T2108174072_metabat2_bins_bin.58.fa,T2107171977_metabat2_bins_bin.23.fa,T2108173919_concoct_bins_bin.26.fa,T2108173919_maxbin2_bins_bin.26.fa,T2108173889_metabat2_bins_bin.10.fa,T2107171967_metabat2_bins_bin.28.fa,T2108174058_concoct_bins_bin.95.fa,T2107171977_concoct_bins_bin.73.fa,T2107171967_concoct_bins_bin.33.fa,T2108173889_maxbin2_bins_bin.27.fa,T2108174123_concoct_bins_bin.104.fa,SMGC_496.fa"
SGB_3365	T2108174074_concoct_bins_bin.38	T2108174074_concoct_bins_bin.38.fa
SGB_3360	T2108173981_metabat2_bins_bin.35	T2108173981_metabat2_bins_bin.35.fa
SGB_1672	T2108174093_concoct_bins_bin.43	"T2108174095_metabat2_bins_bin.14.fa,T2108174095_concoct_bins_bin.22.fa,T2108174093_metabat2_bins_bin.32.fa,T2108174044_metabat2_bins_bin.11.fa,T2108174093_concoct_bins_bin.43.fa"
SGB_1923	T2109198981_concoct_bins_bin.39	"DSKIN0032-1_bin.9.fa,MET0293_bin.7.fa,1111525849747079_bin.15.fa,MET0681_bin.9.fa,MET0658_bin.21.fa,MET0548_bin.1.fa,1111525849736171_bin.18.fa,T2108174029_metabat2_bins_bin.6.fa,T2108174029_concoct_bins_bin.9.fa,T2109198958_concoct_bins_bin.12.fa,T2109198958_metabat2_bins_bin.17.fa,R_T2109198926_metabat2_bins_bin.7.fa,R_T2109198926_maxbin2_bins_bin.0.fa,T2109198981_concoct_bins_bin.39.fa,T2109198900_metabat2_bins_bin.3.fa,R_T2109198926_concoct_bins_bin.32.fa,T2109198899_metabat2_bins_bin.21.fa,T2109198926_concoct_bins_bin.14.fa,T2109198900_maxbin2_bins_bin.19.fa,T2109198899_concoct_bins_bin.7.fa,T2109198926_maxbin2_bins_bin.0.fa,T2108174028_metabat2_bins_bin.10.fa,T2109198868_concoct_bins_bin.6.fa,T2108174028_maxbin2_bins_bin.13.fa,T2108174028_concoct_bins_bin.48.fa,SMGC_53.fa,T2109198982_metabat2_bins_bin.5.fa,T2109198903_concoct_bins_bin.8.fa,T2109198884_maxbin2_bins_bin.17.fa,T2108174013_metabat2_bins_bin.30.fa,T2108174013_concoct_bins_bin.31.fa,T2108174026_metabat2_bins_bin.12.fa,T2108174119_metabat2_bins_bin.11.fa,T2108174119_maxbin2_bins_bin.27.fa,T2108174124_metabat2_bins_bin.6.fa,T2108174020_metabat2_bins_bin.18.fa,T2108173905_metabat2_bins_bin.13.fa,T2108173916_metabat2_bins_bin.21.fa,T2108174135_metabat2_bins_bin.48.fa,T2108173893_metabat2_bins_bin.44.fa,T2108173930_metabat2_bins_bin.41.fa,T2108173907_metabat2_bins_bin.23.fa,T2108173995_metabat2_bins_bin.22.fa,T2108173929_metabat2_bins_bin.12.fa,T2108173968_metabat2_bins_bin.86.fa,T2108174062_metabat2_bins_bin.52.fa,T2108174135_concoct_bins_bin.71.fa,T2108174053_metabat2_bins_bin.9.fa,T2108174071_metabat2_bins_bin.48.fa,T2108173977_metabat2_bins_bin.9.fa,T2108173929_maxbin2_bins_bin.13.fa,T2108173963_metabat2_bins_bin.12.fa,T2108173921_metabat2_bins_bin.9.fa,T2108174071_concoct_bins_bin.49.fa,T2108173975_metabat2_bins_bin.12.fa,T2108173906_metabat2_bins_bin.29.fa,T2107171992_metabat2_bins_bin.27.fa,T2108173945_metabat2_bins_bin.3.fa,T2108173896_metabat2_bins_bin.5.fa,T2108173970_metabat2_bins_bin.3.fa,T2108173972_metabat2_bins_bin.36.fa,T2107172001_metabat2_bins_bin.5.fa,T2108173992_metabat2_bins_bin.27.fa,T2108173936_metabat2_bins_bin.39.fa,T2108173998_metabat2_bins_bin.22.fa,T2108173957_metabat2_bins_bin.34.fa,T2108174009_metabat2_bins_bin.16.fa,T2108174083_metabat2_bins_bin.8.fa,T2107172025_metabat2_bins_bin.26.fa,T2108173902_metabat2_bins_bin.103.fa,T2107171977_metabat2_bins_bin.29.fa,T2108174067_metabat2_bins_bin.36.fa,T2108174090_metabat2_bins_bin.8.fa,T2108173861_metabat2_bins_bin.19.fa,T2107172024_metabat2_bins_bin.15.fa,T2107172026_metabat2_bins_bin.7.fa,T2107171953_metabat2_bins_bin.78.fa,T2107171988_metabat2_bins_bin.7.fa,T2107171985_metabat2_bins_bin.51.fa,T2108173896_concoct_bins_bin.3.fa,T2108174005_metabat2_bins_bin.14.fa,T2108173885_metabat2_bins_bin.2.fa,T2107171980_metabat2_bins_bin.17.fa,T2108173895_maxbin2_bins_bin.57.fa,T2108174083_concoct_bins_bin.17.fa,T2107172009_metabat2_bins_bin.6.fa,T2108173906_concoct_bins_bin.44.fa,T2107172007_metabat2_bins_bin.13.fa,T2107171987_metabat2_bins_bin.45.fa,T2107171968_metabat2_bins_bin.46.fa,T2107171976_metabat2_bins_bin.26.fa,T2107171970_metabat2_bins_bin.11.fa,T2107172008_metabat2_bins_bin.23.fa,T2107171971_metabat2_bins_bin.1.fa,T2108174027_metabat2_bins_bin.30.fa,T2108174014_metabat2_bins_bin.1.fa,T2107171980_concoct_bins_bin.35.fa,T2107172009_concoct_bins_bin.72.fa,T2109199181_concoct_bins_bin.16.fa,T2107171988_maxbin2_bins_bin.10.fa,T2107171957_concoct_bins_bin.56.fa,T2108173933_concoct_bins_bin.34.fa,T2108174064_concoct_bins_bin.30.fa,T2107172003_maxbin2_bins_bin.21.fa,T2107171971_concoct_bins_bin.24.fa,T2108173878_concoct_bins_bin.12.fa,T2107172012_concoct_bins_bin.32.fa,T2107172003_concoct_bins_bin.75.fa,T2108174060_concoct_bins_bin.37.fa,T2108174024_concoct_bins_bin.36.fa"
SGB_3381	T2108173958_maxbin2_bins_bin.80	T2108173958_maxbin2_bins_bin.80.fa
SGB_1868	T2108174147_concoct_bins_bin.100	"T2108174147_concoct_bins_bin.100.fa,T2108174147_metabat2_bins_bin.113.fa"
SGB_3377	T2108174129_metabat2_bins_bin.10	"T2108174129_metabat2_bins_bin.10.fa,T2108173891_metabat2_bins_bin.6.fa"
SGB_3382	T2108174111_metabat2_bins_bin.27	T2108174111_metabat2_bins_bin.27.fa
SGB_3378	T2108174100_metabat2_bins_bin.53	T2108174100_metabat2_bins_bin.53.fa
SGB_3376	MET0243_bin.5	"MET0243_bin.5.fa,MET0662_bin.17.fa"
SGB_3371	T2107171999_concoct_bins_bin.19	"T2107171999_concoct_bins_bin.19.fa,T2107171999_maxbin2_bins_bin.10.fa"
SGB_3379	T2107172013_concoct_bins_bin.61	T2107172013_concoct_bins_bin.61.fa
SGB_3372	T2108173868_concoct_bins_bin.84	T2108173868_concoct_bins_bin.84.fa
SGB_3370	T2109198919_concoct_bins_bin.4	T2109198919_concoct_bins_bin.4.fa
SGB_3374	T2108173952_concoct_bins_bin.51	T2108173952_concoct_bins_bin.51.fa
SGB_3373	T2108173923_concoct_bins_bin.61	"T2108173948_concoct_bins_bin.6.fa,T2108173923_concoct_bins_bin.61.fa,T2107171964_concoct_bins_bin.9.fa,T2107171961_concoct_bins_bin.45.fa"
SGB_3375	T2107171993_concoct_bins_bin.104	T2107171993_concoct_bins_bin.104.fa
SGB_3367	T2108173925_maxbin2_bins_bin.23	T2108173925_maxbin2_bins_bin.23.fa
SGB_3380	T2108174037_concoct_bins_bin.16	T2108174037_concoct_bins_bin.16.fa
SGB_3368	T2108173971_maxbin2_bins_bin.15	T2108173971_maxbin2_bins_bin.15.fa
SGB_486	R_T2109198890_concoct_bins_bin.38	"1111525849736171_bin.28.fa,1111525849771023_bin.10.fa,1111525849858985_bin.8.fa,1111525849668977_bin.24.fa,1111525849743575_bin.15.fa,1111525849478743_bin.17.fa,1111525849740170_bin.34.fa,1111525849669408_bin.8.fa,1111525849854017_bin.12.fa,T2109198924_metabat2_bins_bin.3.fa,R_T2109198890_concoct_bins_bin.38.fa,T2109198890_metabat2_bins_bin.8.fa,T2108173909_metabat2_bins_bin.84.fa,T2109198890_concoct_bins_bin.6.fa,T2109199218_metabat2_bins_bin.33.fa,T2108173881_metabat2_bins_bin.95.fa,T2109199218_concoct_bins_bin.38.fa,T2108174099_metabat2_bins_bin.8.fa,T2108174096_metabat2_bins_bin.6.fa,T2108174096_concoct_bins_bin.131.fa,T2108174098_metabat2_bins_bin.109.fa,T2108173907_metabat2_bins_bin.34.fa"
SGB_3364	T2108174057_concoct_bins_bin.106	T2108174057_concoct_bins_bin.106.fa
SGB_3366	T2108174081_concoct_bins_bin.13	T2108174081_concoct_bins_bin.13.fa
SGB_513	R_T2109199198_concoct_bins_bin.14	"R_T2109199198_metabat2_bins_bin.12.fa,R_T2109199198_concoct_bins_bin.14.fa,T2109199198_metabat2_bins_bin.30.fa,T2109199198_concoct_bins_bin.48.fa,SMGC_193.fa"
SGB_1093	T2108173887_metabat2_bins_bin.174	"1111525849638712_bin.21.fa,1111525849736894_bin.38.fa,T2108173887_metabat2_bins_bin.174.fa,T2108173887_maxbin2_bins_bin.16.fa,T2108173887_concoct_bins_bin.114.fa,T2108173886_metabat2_bins_bin.75.fa,T2108173886_maxbin2_bins_bin.20.fa,T2108173989_maxbin2_bins_bin.18.fa,T2108173998_metabat2_bins_bin.2.fa,T2108173997_metabat2_bins_bin.16.fa,T2108173989_metabat2_bins_bin.7.fa,T2108173989_concoct_bins_bin.49.fa,T2108173999_metabat2_bins_bin.79.fa,T2108173988_metabat2_bins_bin.33.fa,T2107172003_metabat2_bins_bin.18.fa,T2107172005_metabat2_bins_bin.13.fa,T2108173999_maxbin2_bins_bin.21.fa,T2108174030_metabat2_bins_bin.14.fa,T2108174030_concoct_bins_bin.21.fa,T2107172006_metabat2_bins_bin.47.fa,T2108174003_metabat2_bins_bin.79.fa,T2108173931_metabat2_bins_bin.68.fa,T2108173918_metabat2_bins_bin.17.fa,T2107171966_metabat2_bins_bin.1.fa,T2108174011_metabat2_bins_bin.57.fa,T2108174008_metabat2_bins_bin.17.fa,SMGC_620.fa"
SGB_3361	T2107172006_maxbin2_bins_bin.19	"T2108173999_maxbin2_bins_bin.19.fa,T2107172006_maxbin2_bins_bin.19.fa"
SGB_1936	T2109199010_concoct_bins_bin.6	"SRR1950689_bin.3.fa,SRR1950687_bin.2.fa,T2109198943_metabat2_bins_bin.3.fa,T2109198958_metabat2_bins_bin.28.fa,T2109198958_concoct_bins_bin.26.fa,T2109199010_concoct_bins_bin.6.fa,T2109198956_concoct_bins_bin.10.fa,T2109198943_concoct_bins_bin.3.fa,T2109198930_metabat2_bins_bin.22.fa,R_T2109198927_metabat2_bins_bin.1.fa,R_T2109198905_metabat2_bins_bin.9.fa,R_T2109198905_concoct_bins_bin.13.fa,R_T2109198927_concoct_bins_bin.53.fa,T2109198930_concoct_bins_bin.0.fa,R_T2109198927_maxbin2_bins_bin.0.fa,R_T2109198935_metabat2_bins_bin.2.fa,R_T2109198906_metabat2_bins_bin.3.fa,T2109198906_metabat2_bins_bin.6.fa,T2109198982_metabat2_bins_bin.14.fa,R_T2109198906_maxbin2_bins_bin.6.fa,R_T2109198906_concoct_bins_bin.22.fa,T2109199182_concoct_bins_bin.42.fa,T2109198935_metabat2_bins_bin.7.fa,T2109198906_concoct_bins_bin.11.fa,T2109198907_concoct_bins_bin.48.fa,T2109198907_maxbin2_bins_bin.0.fa,T2109198935_concoct_bins_bin.8.fa,R_T2109198935_concoct_bins_bin.27.fa,R_T2109198935_maxbin2_bins_bin.3.fa,T2109198936_metabat2_bins_bin.13.fa,T2109198959_metabat2_bins_bin.7.fa,T2109198959_concoct_bins_bin.19.fa,T2109198936_concoct_bins_bin.29.fa,T2109198923_maxbin2_bins_bin.13.fa,T2109198923_concoct_bins_bin.24.fa,T2109198927_metabat2_bins_bin.1.fa,T2109198927_concoct_bins_bin.13.fa,T2109198900_metabat2_bins_bin.21.fa,T2109198892_metabat2_bins_bin.2.fa,T2109198905_concoct_bins_bin.28.fa,R_T2109198892_metabat2_bins_bin.5.fa,R_T2109198892_maxbin2_bins_bin.4.fa,T2109199198_concoct_bins_bin.17.fa,R_T2109199198_metabat2_bins_bin.20.fa,R_T2109199198_concoct_bins_bin.19.fa,T2109198869_concoct_bins_bin.16.fa,T2109198929_concoct_bins_bin.29.fa,T2109198869_maxbin2_bins_bin.17.fa,T2109198928_concoct_bins_bin.25.fa,T2109198973_concoct_bins_bin.29.fa,SMGC_296.fa"
SGB_1945	T2109199048_concoct_bins_bin.10	"MET0700_bin.10.fa,1111525849663614_bin.89.fa,SRR1950687_bin.4.fa,1111525849475064_bin.1.fa,T2109198973_metabat2_bins_bin.5.fa,T2109199048_metabat2_bins_bin.3.fa,T2109199047_metabat2_bins_bin.23.fa,T2109199171_concoct_bins_bin.37.fa,T2109199171_metabat2_bins_bin.14.fa,T2109199048_concoct_bins_bin.10.fa,T2109199192_metabat2_bins_bin.17.fa,R_T2109198918_maxbin2_bins_bin.4.fa,R_T2109198918_concoct_bins_bin.26.fa,T2109199047_concoct_bins_bin.27.fa,T2109198976_metabat2_bins_bin.26.fa,T2109198918_concoct_bins_bin.24.fa,T2109198898_concoct_bins_bin.21.fa,T2109198918_maxbin2_bins_bin.2.fa,T2109199192_concoct_bins_bin.49.fa,T2109198898_maxbin2_bins_bin.5.fa,T2109198973_concoct_bins_bin.19.fa,T2109199191_concoct_bins_bin.24.fa,T2109199191_metabat2_bins_bin.34.fa,T2109198976_concoct_bins_bin.7.fa,R_T2109198906_metabat2_bins_bin.9.fa,R_T2109198906_concoct_bins_bin.16.fa,T2109199207_concoct_bins_bin.33.fa,T2109198875_metabat2_bins_bin.17.fa,T2109199207_metabat2_bins_bin.6.fa,R_T2109198906_maxbin2_bins_bin.8.fa,T2109198875_maxbin2_bins_bin.12.fa,T2109198984_concoct_bins_bin.36.fa,T2109198875_concoct_bins_bin.27.fa,T2109198906_maxbin2_bins_bin.8.fa,T2109198906_concoct_bins_bin.10.fa,T2109198889_concoct_bins_bin.7.fa,T2109198901_concoct_bins_bin.37.fa,T2109199180_concoct_bins_bin.0.fa,T2109199208_concoct_bins_bin.32.fa,T2109199189_concoct_bins_bin.44.fa,T2109199208_maxbin2_bins_bin.5.fa,T2109199205_concoct_bins_bin.0.fa,T2109198902_concoct_bins_bin.14.fa,T2109199215_concoct_bins_bin.31.fa,T2109199136_concoct_bins_bin.38.fa,T2109199215_maxbin2_bins_bin.11.fa,T2109199136_maxbin2_bins_bin.12.fa,T2109199145_concoct_bins_bin.26.fa,T2109199145_maxbin2_bins_bin.6.fa,SMGC_295.fa"
SGB_1995	T2109199192_concoct_bins_bin.3	"1111525849663614_bin.101.fa,T2109199192_concoct_bins_bin.3.fa,SMGC_596.fa"
SGB_3357	1111525849664761_bin.2	1111525849664761_bin.2.fa
SGB_552	SMGC_149	"MET0658_bin.19.fa,1111525849663614_bin.103.fa,T2109198958_concoct_bins_bin.16.fa,T2109198958_maxbin2_bins_bin.12.fa,SMGC_149.fa"
SGB_79	1111525849486576_bin.32	1111525849486576_bin.32.fa
SGB_415	1111525849861985_bin.66	"1111525849766308_bin.1.fa,1111525849640317_bin.5.fa,1111525849861985_bin.66.fa,1111525849669408_bin.24.fa"
SGB_787	SMGC_54	"MET0293_bin.10.fa,SMGC_54.fa"
