user_genome	classification	classification_color	Genome_size	Completeness	Contamination	checkM	checkM_ann	Cultured	ncbi_genome_category
T2107171995_concoct_bins_bin.26	Bacteroidota	#D61A19	3155881	50.65	6.714	1	MQ	1	unclassified
T2108174074_concoct_bins_bin.49	Bacteroidota	#D61A19	1240552	59.25	4.627	1	MQ	1	classified
T2108174140_metabat2_bins_bin.20	Bacteroidota	#D61A19	1126592	58.8	2.385	1	MQ	1	classified
1111525849861727_bin.5	Bacteroidota	#D61A19	1783377	60.34	2.59	1	MQ	1	classified
T2108174147_concoct_bins_bin.142	Bacteroidota	#D61A19	1447698	61.57	9.005	1	MQ	1	classified
T2107172016_concoct_bins_bin.33	Bacteroidota	#D61A19	1692025	74.41	2.494	1	MQ	1	unclassified
1111525849755644_bin.41	Bacteroidota	#D61A19	1386392	51.88	0	1	MQ	1	classified
T2108173926_concoct_bins_bin.120	Bacteroidota	#D61A19	2050457	58.93	6.347	1	MQ	1	classified
T2108174122_concoct_bins_bin.26	Bacteroidota	#D61A19	1665413	54.89	1.354	1	MQ	1	unclassified
T2108173934_concoct_bins_bin.159	Bacteroidota	#D61A19	2124293	74.67	7.049	1	MQ	1	classified
T2108174122_concoct_bins_bin.70	Bacteroidota	#D61A19	1310685	50.37	1.724	1	MQ	1	classified
T2108174100_concoct_bins_bin.54	Bacteroidota	#D61A19	1089201	51.43	0.927	1	MQ	1	classified
T2108174081_concoct_bins_bin.81	Bacteroidota	#D61A19	1387125	68.69	2.406	1	MQ	1	classified
T2108173960_concoct_bins_bin.122	Bacteroidota	#D61A19	1311328	54.06	7.965	1	MQ	1	unclassified
T2108174147_concoct_bins_bin.23	Bacteroidota	#D61A19	1114564	52.63	0	1	MQ	1	unclassified
T2107171958_concoct_bins_bin.49	Bacteroidota	#D61A19	1393111	65.04	3.921	1	MQ	1	classified
1111525849853811_bin.41	Bacteroidota	#D61A19	3524030	91.29	2.12	1	HQ	1	unclassified
T2108174019_concoct_bins_bin.71	Bacteroidota	#D61A19	1488515	68.89	2.951	1	MQ	1	classified
T2108173993_concoct_bins_bin.93	Bacteroidota	#D61A19	1432790	65.34	2.639	1	MQ	1	classified
T2108174048_metabat2_bins_bin.116	Bacteroidota	#D61A19	1131149	53.11	0	1	MQ	1	classified
T2108173880_concoct_bins_bin.70	Bacteroidota	#D61A19	1169537	56.12	3.028	1	MQ	1	classified
T2108174022_maxbin2_bins_bin.39	Bacteroidota	#D61A19	1025786	52.18	4.245	1	MQ	1	unclassified
T2108173902_metabat2_bins_bin.57	Bacteroidota	#D61A19	1317717	65.89	7.348	1	MQ	1	unclassified
1111525849743575_bin.6	Bacteroidota	#D61A19	2100519	55.56	0.48	1	MQ	1	unclassified
1111525849854152_bin.10	Bacteroidota	#D61A19	4251803	97.47	0.3	1	HQ	1	unclassified
1111525849854152_bin.38	Bacteroidota	#D61A19	5709284	90.84	2.67	1	HQ	1	classified
1111525849858348_bin.6	Bacteroidota	#D61A19	4745471	82.41	3.69	1	MQ	1	unclassified
1111525849859186_bin.17	Bacteroidota	#D61A19	2325819	100	1.05	1	HQ	1	unclassified
1111525849861727_bin.15	Bacteroidota	#D61A19	2033514	77.27	1.43	1	MQ	1	classified
1111525849861875_bin.7	Bacteroidota	#D61A19	4044465	79.55	2.06	1	MQ	1	classified
1111525849861985_bin.30	Bacteroidota	#D61A19	2563885	83.41	1.82	1	MQ	1	unclassified
1111525849861985_bin.40	Bacteroidota	#D61A19	4618259	97.54	0.49	1	HQ	1	unclassified
1111525849861985_bin.58	Bacteroidota	#D61A19	5698902	99.29	3.6	1	HQ	1	unclassified
1111525849861985_bin.86	Bacteroidota	#D61A19	4296604	79.87	0	1	MQ	1	unclassified
1111525849862568_bin.59	Bacteroidota	#D61A19	2921383	78.47	0.59	1	MQ	1	unclassified
1111525849862568_bin.8	Bacteroidota	#D61A19	3560002	98.94	0.53	1	HQ	1	unclassified
1111525849480988_bin.1	Bacteroidota	#D61A19	3227682	99.29	0	1	HQ	1	unclassified
DS1912041100-1_bin.2	Bacteroidota	#D61A19	5029096	100	0.49	1	HQ	1	classified
DSKIN0041-1_bin.25	Bacteroidota	#D61A19	4879501	93.6	1.44	1	HQ	1	unclassified
DSKIN0049-1_bin.5	Bacteroidota	#D61A19	2331888	99.51	0.25	1	HQ	1	unclassified
R_T2109199087_metabat2_bins_bin.23	Bacteroidota	#D61A19	2960760	95.77	2.696	1	HQ	1	classified
SMGC_1	Bacteroidota	#D61A19	2533388	97.49	0.37	1	HQ	1	classified
SMGC_173	Bacteroidota	#D61A19	2326926	92.66	1.21	1	HQ	1	classified
SMGC_183	Bacteroidota	#D61A19	1972145	96.1	0.63	1	HQ	1	classified
SMGC_204	Bacteroidota	#D61A19	2859184	99.29	0	1	HQ	1	classified
1111525849483430_bin.17	Bacteroidota	#D61A19	2722614	91.04	1.88	1	HQ	1	unclassified
1111525849484783_bin.10	Bacteroidota	#D61A19	7457566	100	0.41	1	HQ	1	classified
SMGC_251	Bacteroidota	#D61A19	3392236	97.24	0.02	1	HQ	1	unclassified
SMGC_281	Bacteroidota	#D61A19	1596517	91.13	0	1	HQ	1	unclassified
SMGC_284	Bacteroidota	#D61A19	1812413	89.82	2.12	1	MQ	1	classified
1111525849486260_bin.15	Bacteroidota	#D61A19	2453834	99.75	0	1	HQ	1	unclassified
SMGC_349	Bacteroidota	#D61A19	3866781	96.5	0.5	1	HQ	1	classified
SMGC_350	Bacteroidota	#D61A19	3204823	81.21	0	1	MQ	1	classified
SMGC_372	Bacteroidota	#D61A19	3310601	99.32	0	1	HQ	1	classified
SMGC_393	Bacteroidota	#D61A19	3882017	92.54	0.25	1	HQ	1	classified
SMGC_397	Bacteroidota	#D61A19	4405765	94.46	0.95	1	HQ	1	classified
1111525849486442_bin.21	Bacteroidota	#D61A19	5532992	99.52	0.98	1	HQ	1	classified
SMGC_408	Bacteroidota	#D61A19	2439486	88.73	2.92	1	MQ	1	classified
SMGC_412	Bacteroidota	#D61A19	2283619	97.05	0.47	1	HQ	1	classified
SMGC_421	Bacteroidota	#D61A19	2221656	100	0	1	HQ	1	classified
SMGC_424	Bacteroidota	#D61A19	2350840	96.72	0.17	1	HQ	1	classified
SMGC_440	Bacteroidota	#D61A19	2072481	91.58	0.9	1	HQ	1	classified
SMGC_442	Bacteroidota	#D61A19	2080463	95.91	2.17	1	HQ	1	classified
SMGC_444	Bacteroidota	#D61A19	2405632	96.17	0.04	1	HQ	1	unclassified
SMGC_473	Bacteroidota	#D61A19	2086601	97.24	1.54	1	HQ	1	classified
SMGC_49	Bacteroidota	#D61A19	2201726	99.42	0.71	1	HQ	1	classified
SMGC_511	Bacteroidota	#D61A19	5075729	99.25	0.75	1	HQ	1	classified
SMGC_513	Bacteroidota	#D61A19	3322758	100	0	1	HQ	1	classified
SMGC_542	Bacteroidota	#D61A19	2984599	93.64	1.1	1	HQ	1	classified
SMGC_548	Bacteroidota	#D61A19	4232962	99.29	0	1	HQ	1	classified
SMGC_567	Bacteroidota	#D61A19	2313116	100	1.02	1	HQ	1	classified
SMGC_574	Bacteroidota	#D61A19	4495708	99.04	0.51	1	HQ	1	classified
SMGC_575	Bacteroidota	#D61A19	4186874	93.06	0	1	HQ	1	classified
SMGC_581	Bacteroidota	#D61A19	5590508	93.88	0.59	1	HQ	1	classified
SMGC_585	Bacteroidota	#D61A19	3825024	98.83	0.71	1	HQ	1	classified
SMGC_621	Bacteroidota	#D61A19	1996747	96.45	0	1	HQ	1	classified
T2107171953_concoct_bins_bin.8	Bacteroidota	#D61A19	2308948	95.84	0.867	1	HQ	1	classified
T2107171965_concoct_bins_bin.13	Bacteroidota	#D61A19	3891134	96.79	2.586	1	HQ	1	classified
T2107171966_concoct_bins_bin.60	Bacteroidota	#D61A19	3908636	99.5	0	1	HQ	1	classified
T2107171968_concoct_bins_bin.24	Bacteroidota	#D61A19	2737511	87.12	2.779	1	MQ	1	unclassified
1111525849486576_bin.75	Bacteroidota	#D61A19	3185777	99.65	0	1	HQ	1	unclassified
T2107171973_concoct_bins_bin.13	Bacteroidota	#D61A19	2057843	99.66	0	1	HQ	1	classified
T2107171973_concoct_bins_bin.19	Bacteroidota	#D61A19	2231025	98.98	0	1	HQ	1	classified
T2107171978_concoct_bins_bin.61	Bacteroidota	#D61A19	1972012	96.51	0.786	1	HQ	1	classified
T2107171984_concoct_bins_bin.100	Bacteroidota	#D61A19	1602815	80.84	2.222	1	MQ	1	classified
T2107171984_concoct_bins_bin.9	Bacteroidota	#D61A19	2201905	92.72	6.835	1	MQ	1	classified
1111525849486576_bin.9	Bacteroidota	#D61A19	2608916	100	0.25	1	HQ	1	classified
T2107171985_concoct_bins_bin.160	Bacteroidota	#D61A19	3354389	98.65	0.493	1	HQ	1	classified
T2107171992_concoct_bins_bin.100	Bacteroidota	#D61A19	1705935	94.76	0.238	1	HQ	1	unclassified
T2107171996_concoct_bins_bin.23	Bacteroidota	#D61A19	4727138	99.84	0	1	HQ	1	unclassified
T2107171997_concoct_bins_bin.75	Bacteroidota	#D61A19	4016957	97.6	0	1	HQ	1	unclassified
T2107172010_concoct_bins_bin.14	Bacteroidota	#D61A19	3018154	100	0	1	HQ	1	classified
T2107172010_concoct_bins_bin.190	Bacteroidota	#D61A19	2143490	99.6	0	1	HQ	1	classified
T2107172014_concoct_bins_bin.126	Bacteroidota	#D61A19	2196132	76.83	10	1	MQ	1	classified
1111525849640249_bin.103	Bacteroidota	#D61A19	4782711	99.26	0.6	1	HQ	1	unclassified
T2107172016_concoct_bins_bin.139	Bacteroidota	#D61A19	2237094	83.13	6.841	1	MQ	1	classified
T2107172016_concoct_bins_bin.7	Bacteroidota	#D61A19	2326278	97.11	0.913	1	HQ	1	classified
T2108173873_metabat2_bins_bin.89	Bdellovibrionota	#485CA8	3721962	97.29	0.9	1	HQ	1	unclassified
T2108173874_metabat2_bins_bin.121	Bdellovibrionota	#485CA8	2900113	93.27	0.84	1	HQ	1	unclassified
T2108173874_metabat2_bins_bin.28	Bdellovibrionota	#485CA8	3757392	98.21	0.892	1	HQ	1	unclassified
T2108173874_metabat2_bins_bin.30	Bdellovibrionota	#485CA8	3236148	98.21	0.892	1	HQ	1	unclassified
T2108173881_metabat2_bins_bin.19	Bdellovibrionota	#485CA8	3789643	88.15	1.785	1	MQ	1	classified
T2108173881_metabat2_bins_bin.36	Bdellovibrionota	#485CA8	3540702	91.22	1.785	1	HQ	1	unclassified
T2108173882_maxbin2_bins_bin.74	Bdellovibrionota	#485CA8	3339519	77.82	9.263	1	MQ	1	unclassified
T2108173882_metabat2_bins_bin.24	Bdellovibrionota	#485CA8	3428754	92.11	1.785	1	HQ	1	unclassified
T2108173883_metabat2_bins_bin.53	Bdellovibrionota	#485CA8	2566218	82.93	1.651	1	MQ	1	unclassified
T2108173887_concoct_bins_bin.100	Bdellovibrionota	#485CA8	4547861	98.21	0.892	1	HQ	1	unclassified
T2108173887_concoct_bins_bin.56	Bdellovibrionota	#485CA8	3900332	93	1.785	1	HQ	1	unclassified
1111525849640249_bin.13	Bdellovibrionota	#485CA8	3453945	90.7	0.89	1	HQ	1	unclassified
T2108173887_metabat2_bins_bin.157	Bdellovibrionota	#485CA8	3081322	97.74	0.9	1	HQ	1	unclassified
T2108173895_concoct_bins_bin.12	Bdellovibrionota	#485CA8	2465146	89.66	3.333	1	MQ	1	unclassified
1111525849640249_bin.147	Bdellovibrionota	#485CA8	5298491	88.4	0.84	1	MQ	1	unclassified
T2108173997_concoct_bins_bin.27	Bdellovibrionota	#485CA8	3937685	93	1.785	1	HQ	1	unclassified
T2108174003_concoct_bins_bin.133	Bdellovibrionota	#485CA8	3061894	92.55	1.785	1	HQ	1	unclassified
1111525849640249_bin.87	Bdellovibrionota	#485CA8	2992385	82.77	1.2	1	MQ	1	unclassified
T2108174050_concoct_bins_bin.35	Bdellovibrionota	#485CA8	3417852	90.32	1.339	1	HQ	1	unclassified
T2108174123_concoct_bins_bin.8	Bdellovibrionota	#485CA8	3005064	96.42	1.071	1	HQ	1	unclassified
1111525849650039_bin.23	Bdellovibrionota	#485CA8	3538029	93.46	2.04	1	HQ	1	unclassified
T2108174127_maxbin2_bins_bin.149	Bdellovibrionota	#485CA8	3519110	82.26	9.53	1	MQ	1	classified
T2108174135_concoct_bins_bin.66	Bdellovibrionota	#485CA8	3134436	99.1	0	1	HQ	1	unclassified
T2108174135_concoct_bins_bin.78	Bdellovibrionota	#485CA8	3849620	97.32	1.785	1	HQ	1	unclassified
T2108174135_metabat2_bins_bin.115	Bdellovibrionota	#485CA8	3267353	81.9	1.964	1	MQ	1	unclassified
T2108174135_metabat2_bins_bin.57	Bdellovibrionota	#485CA8	2917695	96.42	0.892	1	HQ	1	unclassified
T2108174135_metabat2_bins_bin.76	Bdellovibrionota	#485CA8	3886778	97.32	0.892	1	HQ	1	unclassified
1111525849668977_bin.23	Bdellovibrionota	#485CA8	2381989	80.31	1.55	1	MQ	1	unclassified
1111525849669408_bin.9	Bdellovibrionota	#485CA8	2901203	80.68	3.12	1	MQ	1	unclassified
1111525849736894_bin.31	Bdellovibrionota	#485CA8	3604808	84.97	1.12	1	MQ	1	unclassified
1111525849736894_bin.48	Bdellovibrionota	#485CA8	3878838	93.01	1.79	1	HQ	1	unclassified
1111525849736894_bin.8	Bdellovibrionota	#485CA8	3105641	97.75	0.9	1	HQ	1	unclassified
1111525849736894_bin.9	Bdellovibrionota	#485CA8	3323608	87.54	1.35	1	MQ	1	unclassified
T2108174003_concoct_bins_bin.22	Bdellovibrionota	#485CA8	2154208	73.27	4.504	1	MQ	1	unclassified
1111525849481954_bin.15	Bdellovibrionota	#485CA8	2037508	62.03	0.05	1	MQ	1	unclassified
1111525849862568_bin.73	Bdellovibrionota	#485CA8	2853905	66.62	4.39	1	MQ	1	unclassified
T2107171953_concoct_bins_bin.80	Bdellovibrionota	#485CA8	2808999	68.53	3.063	1	MQ	1	unclassified
T2108173886_concoct_bins_bin.30	Bdellovibrionota	#485CA8	1865018	71.53	5.536	1	MQ	1	unclassified
T2108173874_concoct_bins_bin.87	Bdellovibrionota	#485CA8	1629477	53.59	3.72	1	MQ	1	unclassified
1111525849486576_bin.84	Bdellovibrionota	#485CA8	2309958	63.16	1.05	1	MQ	1	unclassified
1111525849743575_bin.54	Bdellovibrionota	#485CA8	2547920	71.6	0.45	1	MQ	1	unclassified
T2108174004_maxbin2_bins_bin.18	Bdellovibrionota	#485CA8	1773167	51.19	9.122	1	MQ	1	unclassified
T2108174135_maxbin2_bins_bin.79	Bdellovibrionota	#485CA8	2647361	65.63	3.85	1	MQ	1	unclassified
1111525849478674_bin.59	Bdellovibrionota	#485CA8	2689870	67.71	2.23	1	MQ	1	unclassified
1111525849486576_bin.48	Bdellovibrionota	#485CA8	2751542	58.93	1.75	1	MQ	1	unclassified
1111525849748616_bin.51	Bdellovibrionota	#485CA8	2635580	65.82	1.41	1	MQ	1	unclassified
T2108173887_maxbin2_bins_bin.133	Bdellovibrionota	#485CA8	3055648	60.76	7.637	1	MQ	1	unclassified
1111525849743663_bin.8	Bdellovibrionota	#485CA8	2899050	76.69	1.52	1	MQ	1	unclassified
1111525849748616_bin.43	Bdellovibrionota	#485CA8	2002167	69.61	1	1	MQ	1	unclassified
1111525849758776_bin.53	Bdellovibrionota	#485CA8	2743212	75.8	1.06	1	MQ	1	unclassified
T2108173874_concoct_bins_bin.28	Bdellovibrionota	#485CA8	3364981	63.32	2.232	1	MQ	1	unclassified
1111525849758776_bin.60	Bdellovibrionota	#485CA8	4260274	86.15	0.84	1	MQ	1	unclassified
DP1807004284_bin.13	Bdellovibrionota	#485CA8	1673321	70.51	2.08	1	MQ	1	unclassified
1111525849480310_bin.22	Bdellovibrionota	#485CA8	4186707	92.56	0.89	1	HQ	1	unclassified
T2107171991_concoct_bins_bin.37	Bdellovibrionota	#485CA8	1798500	50.14	6.326	1	MQ	1	unclassified
1111525849858550_bin.37	Bdellovibrionota	#485CA8	3261052	77.97	1.34	1	MQ	1	unclassified
1111525849858550_bin.7	Bdellovibrionota	#485CA8	3028781	94.64	0.89	1	HQ	1	unclassified
1111525849861985_bin.83	Bdellovibrionota	#485CA8	5668361	94.12	3.78	1	HQ	1	unclassified
1111525849862568_bin.71	Bdellovibrionota	#485CA8	2573065	81.03	1.8	1	MQ	1	unclassified
1111525849862995_bin.36	Bdellovibrionota	#485CA8	3723244	90.33	1.79	1	HQ	1	unclassified
1111525849486576_bin.36	Bdellovibrionota	#485CA8	3961047	92.58	1.73	1	HQ	1	unclassified
1111525849486576_bin.43	Bdellovibrionota	#485CA8	3086987	83.1	2.33	1	MQ	1	unclassified
T2107171953_metabat2_bins_bin.14	Bdellovibrionota	#485CA8	4296435	94.71	1.45	1	HQ	1	unclassified
T2107171990_concoct_bins_bin.37	Bdellovibrionota	#485CA8	3115675	93	0.892	1	HQ	1	unclassified
T2107171997_concoct_bins_bin.39	Bdellovibrionota	#485CA8	3432235	80.27	4.464	1	MQ	1	unclassified
T2107172006_metabat2_bins_bin.34	Bdellovibrionota	#485CA8	2688610	79.61	1.785	1	MQ	1	unclassified
1111525849640249_bin.105	Bdellovibrionota	#485CA8	3621744	90.18	0.89	1	HQ	1	unclassified
T2108173934_concoct_bins_bin.110	Campylobacterota	#544A9C	2303782	94.75	6.694	1	MQ	1	classified
T2108173965_concoct_bins_bin.20	Campylobacterota	#544A9C	1443421	94.05	0.421	1	HQ	1	classified
T2108174007_concoct_bins_bin.92	Campylobacterota	#544A9C	1746762	96.4	1.913	1	HQ	1	unclassified
T2108174007_metabat2_bins_bin.104	Campylobacterota	#544A9C	2146630	91.58	3.277	1	HQ	1	unclassified
T2108174007_metabat2_bins_bin.45	Campylobacterota	#544A9C	1787704	97.53	1.296	1	HQ	1	classified
T2108174007_metabat2_bins_bin.88	Campylobacterota	#544A9C	1516800	82.09	3.487	1	MQ	1	classified
T2108174089_metabat2_bins_bin.23	Campylobacterota	#544A9C	1601073	99.87	1.599	1	HQ	1	classified
T2108174144_concoct_bins_bin.130	Campylobacterota	#544A9C	1699405	75.63	5.253	1	MQ	1	unclassified
1111525849755644_bin.3	Campylobacterota	#544A9C	1685967	99.88	0.62	1	HQ	1	classified
T2108174126_concoct_bins_bin.78	Campylobacterota	#544A9C	1241899	65.65	2.943	1	MQ	1	unclassified
T2108174137_concoct_bins_bin.40	Campylobacterota	#544A9C	1486553	91.58	0.738	1	HQ	1	classified
T2108174133_concoct_bins_bin.7	Campylobacterota	#544A9C	1087656	52.66	4.281	1	MQ	1	classified
T2107171953_maxbin2_bins_bin.94	Campylobacterota	#544A9C	1432085	60.3	7.851	1	MQ	1	classified
T2108174107_concoct_bins_bin.92	Campylobacterota	#544A9C	1227613	61.24	7.826	1	MQ	1	unclassified
T2107171953_maxbin2_bins_bin.126	Campylobacterota	#544A9C	1416785	61.78	8.558	1	MQ	1	unclassified
T2108173948_concoct_bins_bin.8	Campylobacterota	#544A9C	1354907	59.37	3.259	1	MQ	1	unclassified
T2108174075_maxbin2_bins_bin.56	Campylobacterota	#544A9C	1379654	64.56	8.02	1	MQ	1	unclassified
T2108173937_concoct_bins_bin.121	Campylobacterota	#544A9C	1112997	51.52	2.385	1	MQ	1	classified
T2108173926_concoct_bins_bin.5	Campylobacterota	#544A9C	1377935	50.3	5.307	1	MQ	1	unclassified
T2107171973_concoct_bins_bin.42	Campylobacterota	#544A9C	1474086	96.61	1.045	1	HQ	1	classified
1111525849737484_bin.30	Chlamydiota	#C0C200	1219379	54.71	0.71	1	MQ	1	unclassified
T2108174131_concoct_bins_bin.149	Chlamydiota	#C0C200	1025458	71.25	2.59	1	MQ	1	unclassified
SMGC_104	Chlamydiota	#C0C200	1163660	90.2	0.68	1	HQ	1	classified
T2108173893_concoct_bins_bin.68	Chloroflexota	#D0CFCC	2940360	93.92	1.029	1	HQ	1	unclassified
T2108173895_metabat2_bins_bin.17	Chloroflexota	#D0CFCC	3734023	95.28	2.358	1	HQ	1	unclassified
T2108174123_concoct_bins_bin.101	Chloroflexota	#D0CFCC	3116765	86.07	6.603	1	MQ	1	unclassified
T2108174110_concoct_bins_bin.44	Chloroflexota	#D0CFCC	1778126	54.4	2.83	1	MQ	1	unclassified
1111525849480093_bin.45	Chloroflexota	#D0CFCC	3229633	98.11	0.31	1	HQ	1	unclassified
1111525849858229_bin.5	Chloroflexota	#D0CFCC	7460372	94.13	1.83	1	HQ	1	unclassified
T2108173889_concoct_bins_bin.19	Cyanobacteriota	#438ECC	6819150	76.05	2.176	1	MQ	1	unclassified
T2108173941_concoct_bins_bin.6	Cyanobacteriota	#438ECC	6485780	84.48	1.129	1	MQ	1	classified
T2108174135_maxbin2_bins_bin.29	Cyanobacteriota	#438ECC	5508815	91.45	3.418	1	HQ	1	unclassified
1111525849853811_bin.49	Cyanobacteriota	#438ECC	3837635	66.08	4.7	1	MQ	1	unclassified
1111525849737484_bin.28	Cyanobacteriota	#438ECC	6994817	87.61	5.56	1	MQ	1	unclassified
1111525849758776_bin.19	Cyanobacteriota	#438ECC	5034568	85.24	3.09	1	MQ	1	unclassified
T2108174032_maxbin2_bins_bin.35	Cyanobacteriota	#438ECC	3233812	73.31	6.041	1	MQ	1	unclassified
1111525849858550_bin.34	Cyanobacteriota	#438ECC	4445001	86.75	0.09	1	MQ	1	unclassified
1111525849861985_bin.21	Cyanobacteriota	#438ECC	4072819	88.18	3.8	1	MQ	1	classified
SMGC_153	Cyanobacteriota	#438ECC	4058622	85.57	2.85	1	MQ	1	classified
SMGC_313	Cyanobacteriota	#438ECC	5066457	99.33	1.67	1	HQ	1	unclassified
1111525849486260_bin.8	Cyanobacteriota	#438ECC	4529043	88.89	0	1	MQ	1	unclassified
T2107171964_concoct_bins_bin.61	Cyanobacteriota	#438ECC	5256936	99.77	0.444	1	HQ	1	unclassified
T2108173881_metabat2_bins_bin.56	Deinococcota	#A55543	2790204	95.76	1.059	1	HQ	1	classified
T2108173887_metabat2_bins_bin.78	Deinococcota	#A55543	4386147	87.14	3.389	1	MQ	1	unclassified
T2108173909_concoct_bins_bin.101	Deinococcota	#A55543	2271698	97.41	1.906	1	HQ	1	classified
T2108173947_concoct_bins_bin.2	Deinococcota	#A55543	3505680	96.38	1.702	1	HQ	1	unclassified
T2108173962_concoct_bins_bin.78	Deinococcota	#A55543	2017877	92.79	0.141	1	HQ	1	classified
T2108173990_maxbin2_bins_bin.37	Deinococcota	#A55543	2308612	95.23	3.672	1	HQ	1	classified
T2108174003_metabat2_bins_bin.58	Deinococcota	#A55543	1406509	78.95	3.107	1	MQ	1	unclassified
T2108174069_concoct_bins_bin.84	Deinococcota	#A55543	2668454	82.58	1.21	1	MQ	1	classified
1111525849644360_bin.5	Deinococcota	#A55543	3513875	95.9	0.64	1	HQ	1	unclassified
T2108174107_concoct_bins_bin.112	Deinococcota	#A55543	3144662	87.02	1.347	1	MQ	1	classified
T2108174131_concoct_bins_bin.38	Deinococcota	#A55543	3687332	98.86	0.564	1	HQ	1	unclassified
T2108173986_concoct_bins_bin.116	Deinococcota	#A55543	1751914	65.97	1.694	1	MQ	1	unclassified
T2108174056_concoct_bins_bin.82	Deinococcota	#A55543	2081330	63.64	5.335	1	MQ	1	classified
T2108174143_concoct_bins_bin.80	Deinococcota	#A55543	2568634	58.87	9.835	1	MQ	1	classified
T2107171991_concoct_bins_bin.41	Deinococcota	#A55543	2861162	66.14	6.355	1	MQ	1	unclassified
T2108173882_metabat2_bins_bin.109	Deinococcota	#A55543	3071575	66.8	3.617	1	MQ	1	classified
T2108174074_concoct_bins_bin.102	Deinococcota	#A55543	2577156	68.57	4.629	1	MQ	1	classified
T2107171996_concoct_bins_bin.49	Deinococcota	#A55543	2222033	61.13	2.359	1	MQ	1	unclassified
T2108173866_concoct_bins_bin.77	Deinococcota	#A55543	1612461	51.74	4.184	1	MQ	1	unclassified
T2107171975_concoct_bins_bin.11	Deinococcota	#A55543	1883891	56.62	2.676	1	MQ	1	unclassified
T2107171975_maxbin2_bins_bin.9	Deinococcota	#A55543	2637602	57.47	9.215	1	MQ	1	unclassified
T2108173977_concoct_bins_bin.139	Deinococcota	#A55543	1822330	57.5	1.972	1	MQ	1	unclassified
T2108173988_concoct_bins_bin.7	Deinococcota	#A55543	1877445	54.09	0.921	1	MQ	1	unclassified
T2108173893_concoct_bins_bin.37	Deinococcota	#A55543	3187569	50.72	7.674	1	MQ	1	unclassified
T2108174081_concoct_bins_bin.139	Deinococcota	#A55543	1976681	52.63	3.684	1	MQ	1	classified
T2108173904_concoct_bins_bin.132	Deinococcota	#A55543	4050278	66.98	8.522	1	MQ	1	unclassified
T2108174000_concoct_bins_bin.112	Deinococcota	#A55543	2254693	60.89	5.367	1	MQ	1	classified
T2107172006_concoct_bins_bin.31	Deinococcota	#A55543	1518465	53.42	3.319	1	MQ	1	classified
T2108173898_concoct_bins_bin.103	Deinococcota	#A55543	1553796	52.12	7.222	1	MQ	1	classified
T2108174146_concoct_bins_bin.68	Deinococcota	#A55543	1219333	54.14	0.796	1	MQ	1	classified
T2107171994_concoct_bins_bin.53	Deinococcota	#A55543	1354287	63.48	2.01	1	MQ	1	classified
T2107172015_concoct_bins_bin.92	Deinococcota	#A55543	1067682	54.03	1.059	1	MQ	1	unclassified
T2108174088_concoct_bins_bin.155	Deinococcota	#A55543	1282799	52.47	4.872	1	MQ	1	unclassified
T2108173978_metabat2_bins_bin.119	Deinococcota	#A55543	1701321	52.87	8.62	1	MQ	1	classified
T2108174003_metabat2_bins_bin.16	Deinococcota	#A55543	1133902	53.17	2.118	1	MQ	1	unclassified
T2108173978_concoct_bins_bin.128	Deinococcota	#A55543	1727014	58.89	1.931	1	MQ	1	classified
1111525849861985_bin.24	Deinococcota	#A55543	3452382	98.31	1.06	1	HQ	1	classified
DP1807004372_bin.4	Deinococcota	#A55543	3274291	91.43	0.42	1	HQ	1	unclassified
SMGC_413	Deinococcota	#A55543	4940956	95.24	0.43	1	HQ	1	unclassified
T2108173992_concoct_bins_bin.129	Desulfobacterota	#9762A5	4239545	100	4.142	1	HQ	1	classified
T2108174020_metabat2_bins_bin.17	Desulfobacterota	#9762A5	2260620	92.65	0	1	HQ	1	classified
T2108173875_concoct_bins_bin.40	Eremiobacterota	#CEB8D8	6913516	86.38	3.425	1	MQ	1	unclassified
T2108173887_concoct_bins_bin.21	Eremiobacterota	#CEB8D8	8564409	91.66	6.481	1	MQ	1	unclassified
T2108173887_concoct_bins_bin.7	Eremiobacterota	#CEB8D8	7551918	82.27	9.343	1	MQ	1	unclassified
T2107172006_concoct_bins_bin.103	Eremiobacterota	#CEB8D8	4257826	61.47	6.481	1	MQ	1	classified
1111525849767596_bin.17	Eremiobacterota	#CEB8D8	5754818	92.13	5.56	1	MQ	1	unclassified
1111525849861985_bin.61	Eremiobacterota	#CEB8D8	8061986	97.22	6.48	1	MQ	1	unclassified
1111525849480988_bin.7	Eremiobacterota	#CEB8D8	6632432	88.43	5.09	1	MQ	1	classified
1111525849486576_bin.7	Eremiobacterota	#CEB8D8	6264247	91.67	3.89	1	HQ	1	unclassified
T2107171991_metabat2_bins_bin.34	Eremiobacterota	#CEB8D8	7240448	90.74	5.092	1	MQ	1	unclassified
T2107171997_concoct_bins_bin.17	Eremiobacterota	#CEB8D8	6695139	90.74	3.703	1	HQ	1	unclassified
T2108173922_metabat2_bins_bin.119	Fusobacteriota	#4C4631	1525444	84.08	6.292	1	MQ	1	classified
T2108173926_metabat2_bins_bin.7	Fusobacteriota	#4C4631	1626573	76.17	3.37	1	MQ	1	classified
T2108173947_concoct_bins_bin.37	Fusobacteriota	#4C4631	2048409	96.06	0.561	1	HQ	1	classified
T2108173992_concoct_bins_bin.13	Fusobacteriota	#4C4631	3475512	100	2.247	1	HQ	1	classified
